iteration,train_mae,valid_mae
596,435.37840980586856,1074.0708071374045
597,435.1375138027788,1074.1520345656502
598,434.92675031589215,1074.0964005562805
599,434.53716517515056,1074.027626215904
600,434.32787473730605,1074.0936591330499
601,434.0780447578226,1074.0540202860907
602,433.7377759638966,1074.1257183135945
603,433.44656888995826,1074.315661919919
604,433.1112004914783,1074.3667768906753
605,432.8841025710965,1074.2792561564588
606,432.6496907817093,1074.3262182317835
607,432.41652244024124,1074.219903061699
608,432.076384806956,1074.232513646015
609,431.82150802802266,1074.275389049113
610,431.47717632295917,1074.2990832936368
611,431.22451150104615,1074.3645413658744
612,430.93423153787444,1074.3519789570576
613,430.64773956209876,1074.3287555770237
614,430.4246280033599,1074.3069791962607
615,430.1926593307371,1074.3758546583824
616,429.9227679183664,1074.4266550809048
617,429.60119584034896,1074.4886231895887
618,429.3418254413054,1074.5376602154654
619,428.9939235170851,1074.6967457354933
620,428.8296615544589,1074.7036330437693
621,428.49972910367484,1074.6439436529363
622,428.26633957656026,1074.729435684822
623,427.8142429449013,1074.7187313219047
624,427.6344094231188,1074.7564132955388
625,427.30047850047686,1074.8058270105535
626,426.9974515524326,1074.7808164514006
627,426.8340998664972,1074.8264048523592
628,426.5288739417237,1075.0280004451968
629,426.31602024272627,1075.0175417460403
630,426.1139954990242,1075.0113347021777
631,425.8817103291954,1074.9990914007099
632,425.6111804255567,1074.975556140254
633,425.4180451620209,1075.008063367508
634,425.2302632997093,1075.0051748384808
635,424.91386184080744,1075.0724123877092
636,424.716938096402,1075.0661283500467
637,424.45184292613436,1075.0768601886884
638,424.2398612887283,1075.1379994216884
639,424.0331768731044,1075.1753353838426
640,423.7970597656581,1075.2699618565846
641,423.4289648967803,1075.19838825338
642,423.194980703234,1075.2116511024265
643,422.93729998552595,1075.2765794095512
644,422.5469291839592,1075.2781787204035
645,422.31684194583113,1075.2849343028622
646,422.1718592727394,1075.2742337371385
647,421.78423513291074,1075.274842727849
648,421.5591535238524,1075.3103073673876
649,421.3724516221884,1075.3062039595202
650,421.1844544666504,1075.3222722540604
651,420.93421128648544,1075.273687187538
652,420.68395768516143,1075.2824036930247
653,420.3837514611168,1075.3042946028606
654,420.1924832893534,1075.3113664558362
655,419.9847256473003,1075.2797506275879
656,419.6540312092445,1075.2803470382273
657,419.4808451170647,1075.2115611234997
658,419.270128459998,1075.233447347155
659,418.99707080451043,1075.2324591429096
660,418.82737795402016,1075.191077972802
661,418.5761138704008,1075.187788006109
662,418.2563688980229,1075.2308823315889
663,417.9044160408312,1075.253981284528
664,417.69643623958694,1075.3048270287677
665,417.45729069547735,1075.2475507972085
666,417.28150321628107,1075.2234316384233
667,417.11221147825876,1075.2212595061724
668,416.8068858050628,1075.2461467617777
669,416.5635643752001,1075.255237421569
670,416.3631862291585,1075.278344595389
671,416.20289954278377,1075.2986868004073
672,415.97519557074054,1075.3027095011767
673,415.7048094869766,1075.3001148205801
674,415.56421484695795,1075.2911411646307
675,415.3619083170446,1075.3000732371622
676,415.2342747074219,1075.3324554789608
677,414.9807472424562,1075.345975701633
678,414.5719309039265,1075.376188942086
679,414.3725963432243,1075.3523633645714
680,414.18072074444774,1075.3383844436637
681,413.76999307594787,1075.362106731942
682,413.45057880831695,1075.392968408656
683,413.1728147246599,1075.3904040005953
684,412.8883096117149,1075.4000205344264
685,412.60840590818543,1075.4520139368815
686,412.4218318373837,1075.4925031762555
687,412.2276586059336,1075.5147808880088
688,412.00176557250785,1075.5473789943323
689,411.80216996027707,1075.5798933448586
690,411.567559841211,1075.5896761195577
691,411.40142444272277,1075.61725211313
692,411.0721461933774,1075.5786119847344
693,410.65864136732625,1075.5843942208435
694,410.2665049902659,1075.5589691950945
695,409.92410881740784,1075.5531423390278
696,409.6521152850085,1075.6015971492602
697,409.35922269387027,1075.577411964322
698,409.0876309905834,1075.5542255704643
699,408.79558891958015,1075.6070257998458
700,408.61144821846773,1075.5509891680915
701,408.34937995144406,1075.5397495775803
702,408.1337702833956,1075.5848325190848
703,407.8926532275577,1075.6230804145528
704,407.6393485977089,1075.5757794731494
705,407.49651786519,1075.537458564995
706,407.25638109034116,1075.5538398695662
707,407.0365506014445,1075.5260566308373
708,406.7932959935925,1075.5026443291258
709,406.516418389138,1075.4857539857162
710,406.24448393332784,1075.4430104615699
711,406.02152874079883,1075.519894602916
712,405.7906491124362,1075.56144413793
713,405.3989209578313,1075.611798102558
714,405.12908450253934,1075.6385634055964
715,404.90246741167294,1075.6357762985197
716,404.6508022856907,1075.7208780493079
717,404.4249771962125,1075.7729759322342
718,404.06171184802645,1075.7896580332067
719,403.8528196472156,1075.8745488606744
720,403.682823054177,1075.9173973334746
721,403.372579715465,1075.9083657662272
722,403.0780154653244,1075.8879350618872
723,402.7669655341734,1075.848266404819
724,402.4369442227397,1075.862801559899
725,402.08480748933727,1075.8550792511996
726,401.94663921631815,1075.8038965086346
727,401.7231346578728,1075.7795259531147
728,401.44006808790755,1075.858206819718
729,401.10598485668817,1075.8658444143966
730,400.85865166765,1075.9651902764886
731,400.6008388006354,1075.9909155728635
732,400.3462591707559,1075.9995358520232
733,400.00381290085295,1076.0005389836954
734,399.68413257748426,1076.0173579352563
735,399.38892998998796,1076.0740564620357
736,399.0025236037832,1076.0911414414468
737,398.6903479122504,1076.0996276654075
738,398.3807939353518,1076.1130109287699
739,398.0743505737396,1076.118801074369
740,397.7831750271572,1076.1822235481823
741,397.5687398366496,1076.1351008115196
742,397.24176563748557,1076.185665426402
743,397.01642599189506,1076.229505163054
744,396.71669912094944,1076.2344038432143
